_id_|RATE PER MILE|RATE POSTED|MARKET RATE|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|DIST FROM ORIGIN|DEST CITY|DISTANCE FROM DESTINATION|WEIGHT|MILES
36|||$691|EPES LOG|866-247-0691|V|Jul-21|ROANOKE|19|BROOKSHIRE|35|19449 |300
37|||$691|EPES LOG|866-247-0691|V|Jul-21|ROANOKE|19|BROOKSHIRE|35|19449 |300
38|||$691|EPES LOG|866-247-0691|V|Jul-21|ROANOKE|29|BROOKSHIRE|35|19449 |300
41|||$673|BNSF LOG|866-622-9910|V|Jul-21|HUTCHINS|48|DAYTON|40|40981 |258
42|||$673|BNSF LOG|866-622-9910|V|Jul-21|HUTCHINS|48|DAYTON|40|40981 |258
43|||$673|BNSF LOG|866-622-9910|V|Jul-21|HUTCHINS|20|DAYTON|40|40981 |258
45|$1.83|$550||PEPSI LO|888-752-4669|V|Jul-21|ROANOKE|19|DAYTON|35||301
46|$2.63|$700||RITE WAY|954-998-7405|V|DAILY|DUSON|71|FREEPORT|58||266
47|$2.63|$700||RITE WAY|954-998-7405|V|DAILY|DUSON|89|FREEPORT|58||266
48|$2.63|$700||RITE WAY|954-998-7405|V|DAILY|DUSON|122|FREEPORT|58||266
51|$2.83|$425||CANALE T|864-707-1885|V|Jul-21|BRYAN|109|GALVESTON|50|40000 |150
52|$2.83|$425||CANALE T|864-707-1885|V|Jul-21|BRYAN|51|GALVESTON|50|40000 |150
53|$2.07|$600||TOTAL QU|513-831-2600|V|Jul-21|DALLAS|33|GALVESTON|0|15850 |290
54|$2.07|$600||TOTAL QU|513-831-2600|V|Jul-21|DALLAS|33|GALVESTON|50|15850 |290
55|$2.07|$600||TOTAL QU|513-831-2600|V|Jul-21|DALLAS|0|GALVESTON|50|15850 |290
56|$2.91|$500||GLOBALTR|855-444-6608|V|Jul-21|TEXAS CITY|89|GONZALES|133|43000 |172
57|$2.91|$500||GLOBALTR|855-444-6608|V|Jul-21|TEXAS CITY|105|GONZALES|133|43000 |172
58|||$654|ROAR LOG|716-775-6208|VR|Jul-21|KENNER|35|HALLETTSVILLE|136|44115 |238
59|||$654|ROAR LOG|716-775-6208|VR|Jul-21|LANCASTER|35|HALLETTSVILLE|97|44115 |238
60|||$654|ROAR LOG|716-775-6208|VR|Jul-21|LANCASTER|16|HALLETTSVILLE|97|44115 |238
63|||$440|DJM LOGI|773-649-3286|VR|Jul-21|BAYTOWN|62|HOUSTON|0|39126 |25
64|||$440|DJM LOGI|773-649-3286|VR|Jul-21|BAYTOWN|97|HOUSTON|0|39126 |25
65|||$860|BEEMAC L|346-320-8115|V|Jul-21|BROWNSVILLE|135|HOUSTON|35|43000 |356
66|$1.26|$450||RECOUP I|732-744-1411|V|DAILY|BROWNSVILLE|137|HOUSTON|29|45000 |356
67|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|17|HOUSTON|0||256
68|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|17|HOUSTON|14|40802 |256
69|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|17|HOUSTON|0||256
70|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|17|HOUSTON|0|40802 |256
71|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|44|HOUSTON|0||256
72|||$681|ASCENT G|800-572-6267|V|Jul-21|BURLESON|44|HOUSTON|0|40802 |256
73|$2.16|$550||LV SHIPP|479-343-1515 EX|V|Jul-21|CARROLLTON|35|HOUSTON|0|30000 |255
74|||$688|SCHNEIDE|800-558-3957|V|Jul-21|CARROLLTON|35|HOUSTON|13|34039 |260
75|$2.16|$550||LV SHIPP|479-343-1515 EX|V|Jul-21|CARROLLTON|35|HOUSTON|0|30000 |255
76|||$688|SCHNEIDE|800-558-3957|V|Jul-21|CARROLLTON|35|HOUSTON|13|34039 |260
77|$2.16|$550||LV SHIPP|479-343-1515 EX|V|Jul-21|CARROLLTON|16|HOUSTON|0|30000 |255
78|||$688|SCHNEIDE|800-558-3957|V|Jul-21|CARROLLTON|16|HOUSTON|13|34039 |260
79|||$679|ARIES LO|281-951-5181|V|Jul-21|CEDAR HILL|31|HOUSTON|0|43434 |242
80|||$679|ARIES LO|281-951-5181|V|Jul-21|CEDAR HILL|31|HOUSTON|0|43434 |242
81|||$679|ARIES LO|281-951-5181|V|Jul-21|CEDAR HILL|21|HOUSTON|0|43434 |242
82|||$688|BRIDGER|406-586-0648|V|Jul-21|COPPELL|20|HOUSTON|0|25000 |261
83|||$688|BRIDGER|406-586-0648|V|Jul-21|COPPELL|20|HOUSTON|0|25000 |261
84|||$688|BRIDGER|406-586-0648|V|Jul-21|COPPELL|20|HOUSTON|0|25000 |261
85|||$642|RYAN TRA|888-492-8107|VR|Jul-21|CORPUS CHRISTI|137|HOUSTON|0|45000 |218
86|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HOUSTON|0|44000 |240
87|||$682|EDGE LOG|312-319-4766|VR|Jul-21|DALLAS|33|HOUSTON|0|45000 |240
88|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HOUSTON|21|20000 |240
89|||$682|SCHNEIDE|800-558-3957|V|Jul-21|DALLAS|33|HOUSTON|121|42500 |240
90|||$682|ZENGISTI|512-430-4600|V|Jul-21|DALLAS|33|HOUSTON|12||240
91|||$682|AS LOGIS|513-869-3182|V|Jul-21|DALLAS|33|HOUSTON|0|32515 |240
92|||$682|J H ROSE|956-217-5269|VR|Jul-21|DALLAS|33|HOUSTON|0||240
94|||$682|REDWOOD|312-698-8109|V|Jul-21|DALLAS|33|HOUSTON|0||240
96|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HOUSTON|0|44000 |240
97|||$682|EDGE LOG|312-319-4766|VR|Jul-21|DALLAS|33|HOUSTON|0|45000 |240
98|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HOUSTON|0|20000 |240
99|||$682|SCHNEIDE|800-558-3957|V|Jul-21|DALLAS|33|HOUSTON|12|42500 |240
100|||$682|ZENGISTI|512-430-4600|V|Jul-21|DALLAS|33|HOUSTON|0||240
101|||$682|AS LOGIS|513-869-3182|V|Jul-21|DALLAS|33|HOUSTON|0|32515 |240
102|||$682|J H ROSE|956-217-5269|VR|Jul-21|DALLAS|33|HOUSTON|0||240
104|||$682|REDWOOD|312-698-8109|V|Jul-21|DALLAS|33|HOUSTON|0||240
106|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|0|HOUSTON|0|44000 |240
107|||$682|EDGE LOG|312-319-4766|VR|Jul-21|DALLAS|0|HOUSTON|0|45000 |240
108|$2.50|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|0|HOUSTON|0|20000 |240
109|||$682|SCHNEIDE|800-558-3957|V|Jul-21|DALLAS|0|HOUSTON|12|42500 |240
110|||$682|ZENGISTI|512-430-4600|V|Jul-21|DALLAS|0|HOUSTON|0||240
111|||$682|AS LOGIS|513-869-3182|V|Jul-21|DALLAS|0|HOUSTON|0|32515 |240
112|||$682|J H ROSE|956-217-5269|VR|Jul-21|DALLAS|0|HOUSTON|0||240
114|||$682|REDWOOD|312-698-8109|V|Jul-21|DALLAS|0|HOUSTON|0||240
116|||$734|TOTAL QU|800-580-3101|VR|Jul-21|DENISON|95|HOUSTON|0|25000 |311
117|||$696|RAPID TR|615-867-9902|VF|Jul-21|DENTON|37|HOUSTON|0|44000 |278
118|||$696|TRI-STAT|843-407-7919|FSDV|Jul-21|DENTON|37|HOUSTON|0||278
119|||$696|RAPID TR|615-867-9902|VF|Jul-21|DENTON|37|HOUSTON|0|44000 |278
120|||$696|TRI-STAT|843-407-7919|FSDV|Jul-21|DENTON|37|HOUSTON|0||278
121|||$696|RAPID TR|615-867-9902|VF|Jul-21|DENTON|36|HOUSTON|0|44000 |278
122|||$696|TRI-STAT|843-407-7919|FSDV|Jul-21|DENTON|36|HOUSTON|0||278
126|||$958|SCHNEIDE|800-558-3957|V|Jul-21|DONNA|137|HOUSTON|142|40000 |361
127|||$957|TRINITY|806-590-8102|VR|Jul-21|EDINBURG|138|HOUSTON|0|40600 |338
129|||$692|TOTAL QU|800-580-3101|V|Jul-21|FLOWER MOUND|27|HOUSTON|0|5000 |268
130|||$692|HUB HIGH|844-887-4582|V|Jul-21|FLOWER MOUND|27|HOUSTON|0|42003 |268
131|||$692|HUB HIGH|412-787-6210|V|Jul-21|FLOWER MOUND|27|HOUSTON|22|1000 |268
132|||$692|HUB HIGH|844-887-4582|V|Jul-21|FLOWER MOUND|27|HOUSTON|0|42003 |268
133|||$692|HUB HIGH|844-887-4582|V|Jul-21|FLOWER MOUND|27|HOUSTON|0|42003 |268
134|||$692|HUB HIGH|412-787-6210|V|Jul-21|FLOWER MOUND|27|HOUSTON|0|1000 |268
135|||$692|HUB HIGH|844-887-4582|V|Jul-21|FLOWER MOUND|25|HOUSTON|0|42003 |268
136|||$692|HUB HIGH|844-887-4582|V|Jul-21|FLOWER MOUND|25|HOUSTON|0|42003 |268
137|||$692|HUB HIGH|412-787-6210|V|Jul-21|FLOWER MOUND|25|HOUSTON|0|1000 |268
139|||$682|TTS LLC|817-728-5525|V|Jul-21|FORT WORTH|0|HOUSTON|0|30000 |261
140|||$682|C H ROBI|833-428-5247|V|Jul-21|FORT WORTH|0|HOUSTON|0|39746 |261
142|$2.49|$650||XTEND TM|651-894-7686|VR|Jul-21|FORT WORTH|0|HOUSTON|121|44000 |261
144|||$682|TTS LLC|817-728-5525|V|Jul-21|FORT WORTH|0|HOUSTON|0|30000 |261
145|||$682|C H ROBI|833-428-5247|V|Jul-21|FORT WORTH|0|HOUSTON|0|39746 |261
147|$2.49|$650||XTEND TM|651-894-7686|VR|Jul-21|FORT WORTH|0|HOUSTON|0|44000 |261
149|||$682|TTS LLC|817-728-5525|V|Jul-21|FORT WORTH|33|HOUSTON|0|30000 |261
150|||$682|C H ROBI|833-428-5247|V|Jul-21|FORT WORTH|33|HOUSTON|0|39746 |261
152|$2.49|$650||XTEND TM|651-894-7686|VR|Jul-21|FORT WORTH|33|HOUSTON|0|44000 |261
154|$1.99|$500||PEPSI LO|888-752-4669|V|Jul-21|GRAND PRAIRIE|21|HOUSTON|0||251
155|$1.96|$650||ASA FREI|832-224-3811|VR|Jul-21|HARLINGEN|129|HOUSTON|142|6000 |331
156|$1.81|$600||EVEREST|312-423-1895|V|Jul-21|HARLINGEN|142|HOUSTON|0||331
157|||$444|EDGE LOG|312-319-4766|VR|Jul-21|HOUSTON|86|HOUSTON|0|44793 |0
158|||$444|BRIDGER|406-586-0648|V|Jul-21|HOUSTON|86|HOUSTON|0|20000 |0
159|||$444|EDGE LOG|312-319-4766|VR|Jul-21|HOUSTON|70|HOUSTON|0|44793 |0
160|||$444|BRIDGER|406-586-0648|V|Jul-21|HOUSTON|70|HOUSTON|0|20000 |0
161|||$680|REDWOOD|312-698-8288|V|Jul-21|HUTCHINS|48|HOUSTON|30|10000 |227
162|||$680|REDWOOD|312-698-8239|V|Jul-21|HUTCHINS|48|HOUSTON|0||227
163|||$680|REDWOOD|312-698-8288|V|Jul-21|HUTCHINS|48|HOUSTON|0|10000 |227
164|||$680|REDWOOD|312-698-8239|V|Jul-21|HUTCHINS|48|HOUSTON|0||227
165|||$680|REDWOOD|312-698-8288|V|Jul-21|HUTCHINS|20|HOUSTON|0|10000 |227
166|||$680|REDWOOD|312-698-8239|V|Jul-21|HUTCHINS|20|HOUSTON|0||227
169|||$846|S D TRAN|918-834-8828|VR|Jul-21|LAREDO|142|HOUSTON|14||350
170|$2.86|$1,000.00||FIRST ST|812-675-5955|VR|Jul-21|LAREDO|137|HOUSTON|0|44000 |350
171|$2.86|$1,000.00||US LOGIS|817-281-1915|VR|Jul-21|LAREDO|30|HOUSTON|0||350
172|||$846|ALLEN LU|800-990-5863|VR|Jul-21|LAREDO|137|HOUSTON|0|41424 |350
174|||$846|HUB HIGH|877-703-1171|V|Jul-21|LAREDO|137|HOUSTON|25|42003 |350
175|||$846|ALLEN LU|800-953-5863|VR|Jul-21|LAREDO|30|HOUSTON|0|44500 |350
178|||$846|INFINITE|956-267-7569|V|DAILY|LAREDO|137|HOUSTON|25|43000 |350
181|||$692|C H ROBI|833-428-5247|V|Jul-21|LEWISVILLE|30|HOUSTON|0|24825 |262
184|||$692|C H ROBI|833-428-5247|V|Jul-21|LEWISVILLE|30|HOUSTON|0|24825 |262
187|||$692|C H ROBI|833-428-5247|V|Jul-21|LEWISVILLE|22|HOUSTON|0|24825 |262
188|||$736|SCHNEIDE|800-558-3957|V|Jul-21|MADILL|121|HOUSTON|7|41503 |357
189|||$736|SCHNEIDE|800-558-3957|V|Jul-21|MADILL|121|HOUSTON|7|41503 |357
190|||$736|SCHNEIDE|800-558-3957|V|Jul-21|MADILL|112|HOUSTON|7|41503 |357
191|$2.22|$600||RED RIVE|817-697-4310|VR|Jul-21|MCKINNEY|56|HOUSTON|0|20290 |270
192|$2.22|$600||RED RIVE|817-697-4310|VR|Jul-21|MCKINNEY|56|HOUSTON|0|20290 |270
193|$2.22|$600||RED RIVE|817-697-4310|VR|Jul-21|MCKINNEY|31|HOUSTON|0|20290 |270
195|||$693|TRI-STAT|843-407-7919|FSDV|Jul-21|MILLSAP|40|HOUSTON|0||304
197|||$693|TRI-STAT|843-407-7919|FSDV|Jul-21|MILLSAP|40|HOUSTON|0||304
199|||$693|TRI-STAT|843-407-7919|FSDV|Jul-21|MILLSAP|74|HOUSTON|0||304
205|$2.30|$450||ASA FREI|832-224-3811|V|Jul-21|SAN ANTONIO|0|HOUSTON|0|10000 |196
206|||$780|RYAN TRA|888-492-3628|VR|Jul-21|SAN ANTONIO|137|HOUSTON|0|42296 |196
211|$2.30|$450||ASA FREI|832-224-3811|V|Jul-21|SAN ANTONIO|77|HOUSTON|0|10000 |196
212|||$780|RYAN TRA|888-492-3628|VR|Jul-21|SAN ANTONIO|77|HOUSTON|0|42296 |196
213|$2.30|$450||ASA FREI|832-224-3811|V|Jul-21|SAN ANTONIO|150|HOUSTON|0|10000 |196
214|||$780|RYAN TRA|888-492-3628|VR|Jul-21|SAN ANTONIO|150|HOUSTON|0|42296 |196
215|||$779|J B HUNT|855-533-2411|V|Jul-21|WILMER|40|HOUSTON|0|40000 |222
216|$2.52|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HUMBLE|0|17000 |238
218|$2.52|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|33|HUMBLE|21|17000 |238
220|$2.52|$600||RED RIVE|817-697-4310|V|Jul-21|DALLAS|0|HUMBLE|21|17000 |238
222|||$657|SCOTT LO|770-449-0629|V|Jul-21|WAXAHACHIE|41|KATY|0|2629 |239
223|||$657|SCOTT LO|770-449-0629|V|Jul-21|WAXAHACHIE|41|KATY|22|2629 |239
224|||$657|SCOTT LO|770-449-0629|V|Jul-21|WAXAHACHIE|32|KATY|22|2629 |239
225|$2.22|$775||R & T TR|800-692-4246|V|Jul-21|HARLINGEN|137|LA PORTE|0||349
226|$31.25|$250||DJM LOGI|773-649-3286|VR|Jul-21|BAYTOWN|62|LAPORTE|26|39690 |8
227|$31.25|$250||DJM LOGI|773-649-3286|VR|Jul-21|BAYTOWN|97|LAPORTE|26|39690 |8
228|||$673|MATADOR|877-662-8236|V|Jul-21|FORT WORTH|0|LOLITA|0|30000 |299
229|||$673|MATADOR|877-662-8236|V|Jul-21|FORT WORTH|0|LOLITA|101|30000 |299
230|||$673|MATADOR|877-662-8236|V|Jul-21|FORT WORTH|33|LOLITA|101|30000 |299
231|||$671|EVANS DE|281-741-8035|V|Jul-21|FORT WORTH|0|LUFKIN|121|10000 |201
232|||$671|EVANS DE|281-741-8035|V|Jul-21|FORT WORTH|33|LUFKIN|121|10000 |201
233|||$656|GILTNER|407-217-5266|VR|Jul-21|OPELOUSAS|78|LUFKIN|121|43535 |220
234|||$656|GILTNER|407-217-5266|VR|Jul-21|OPELOUSAS|65|LUFKIN|121|43535 |220
235|||$656|GILTNER|407-217-5266|VR|Jul-21|OPELOUSAS|133|LUFKIN|121|43535 |220
236|||$687|SCHNEIDE|800-558-3957|V|Jul-21|FORT WORTH|16|MISSOURI CITY|14|35000 |278
237|||$687|SCHNEIDE|800-558-3957|V|Jul-21|FORT WORTH|16|MISSOURI CITY|14|35000 |278
238|||$687|SCHNEIDE|800-558-3957|V|Jul-21|FORT WORTH|18|MISSOURI CITY|14|35000 |278
239|||$865|TRINITY|956-568-1998|VA|Jul-21|LAREDO|138|NACOGDOCHES|14|31971 |488
240|$2.20|$550||AMERICAN|574-387-5212|VR|Jul-21|FORT WORTH|0|NEW CANEY|32||250
241|$2.20|$550||AMERICAN|574-387-5212|VR|Jul-21|FORT WORTH|0|NEW CANEY|32||250
242|$2.20|$550||AMERICAN|574-387-5212|VR|Jul-21|FORT WORTH|33|NEW CANEY|32||250
243|$1.95|$500||COYOTE L|773-799-2118|V|Jul-21|FORT WORTH|0|NORTH HOUSTON|0|10164 |256
244|$1.95|$500||COYOTE L|773-799-2118|V|Jul-21|FORT WORTH|0|NORTH HOUSTON|14|10164 |256
245|$1.95|$500||COYOTE L|773-799-2118|V|Jul-21|FORT WORTH|33|NORTH HOUSTON|14|10164 |256
246|$3.33|$500||KING OF|316-413-3535|FSDV|Jul-21|ELGIN|25|PASADENA|13||150
247|$3.33|$500||KING OF|316-413-3535|FSDV|Jul-21|ELGIN|64|PASADENA|13||150
249|||$507|XPO LOGI|855-744-7976|V|Jul-21|HOUSTON|86|ROSENBERG|30|23937 |32
250|||$507|XPO LOGI|855-744-7976|V|Jul-21|HOUSTON|70|ROSENBERG|30|23937 |32
252|$2.83|$750||PEPSI LO|888-752-4669|V|Jul-21|MINEOLA|113|ROSENBERG|40||265
253|||$504|DJM LOGI|773-649-3286|V|Jul-21|MISSOURI CITY|105|ROSENBERG|30|44049 |18
254|||$504|DJM LOGI|773-649-3286|V|Jul-21|MISSOURI CITY|105|ROSENBERG|30|44049 |18
255|||$504|DJM LOGI|773-649-3286|V|Jul-21|MISSOURI CITY|82|ROSENBERG|30|44049 |18
256|||$504|DJM LOGI|773-649-3286|V|Jul-21|MISSOURI CITY|82|ROSENBERG|30|44049 |18
257|||$724|DJM LOGI|773-649-3286|V|Jul-21|SHERMAN|83|ROSENBERG|0|9984 |332
258|||$724|DJM LOGI|773-649-3286|V|Jul-21|SHERMAN|83|ROSENBERG|30|9984 |332
259|||$724|DJM LOGI|773-649-3286|V|Jul-21|SHERMAN|60|ROSENBERG|30|9984 |332
263|$4.30|$1,100.00||PEPSI LO|888-752-4669|V|Jul-21|LAREDO|137|SCHULENBURG|93||256
264|$4.30|$1,100.00||PEPSI LO|888-752-4669|V|Jul-21|LAREDO|137|SCHULENBURG|93||256
265|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|33|SEALY|47|25000 |240
266|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|33|SEALY|47|25000 |240
267|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|33|SEALY|47|25000 |240
268|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|33|SEALY|47|25000 |240
269|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|0|SEALY|47|25000 |240
270|||$664|SCOTT LO|706-314-0500|V|Jul-21|DALLAS|0|SEALY|47|25000 |240
274|||$846|INFINITE|956-267-7569|V|DAILY|LAREDO||SEALY|0|43000 |302
275|$2.14|$600||J H ROSE|956-217-5263|V|Jul-21|FORT WORTH|0|SUGAR LAND|17||281
276|||$670|J H ROSE|956-217-5263|V|Jul-21|FORT WORTH|0|SUGAR LAND|17|45254 |281
277|$2.31|$650||J H ROSE|956-217-5263|V|Jul-21|FORT WORTH|0|SUGAR LAND|17||281
278|$2.31|$650||J H ROSE|956-217-5263|V|Jul-21|FORT WORTH|33|SUGAR LAND|17||281
283|||$770|C H ROBI|833-428-5247|V|Jul-21|ARLINGTON|15|SULPHUR|50|10000 |346
284|||$770|C H ROBI|833-428-5247|V|Jul-21|ARLINGTON|15|SULPHUR|136|10000 |346
285|||$770|C H ROBI|833-428-5247|V|Jul-21|ARLINGTON|21|SULPHUR|136|10000 |346
286|||$651|ROAR LOG|716-775-6208|VR|Jul-21|DALLAS|33|VICTORIA|35|44134 |299
287|||$651|ROAR LOG|716-775-6208|VR|Jul-21|DALLAS|33|VICTORIA|121|44134 |299
288|||$651|ROAR LOG|716-775-6208|VR|Jul-21|DALLAS|0|VICTORIA|121|44134 |299
289|||$651|ASCENT G|800-572-6267|V|Jul-21|SAGINAW|8|VICTORIA|0|46530 |298
290|||$651|ASCENT G|800-572-6267|V|Jul-21|SAGINAW|8|VICTORIA|121|46530 |298
291|||$651|ASCENT G|800-572-6267|V|Jul-21|SAGINAW|33|VICTORIA|121|46530 |298
292|||$650|TRINITY|817-776-8340|VR|Jul-21|FORT WORTH|0|WALLER|40|31200 |224
293|||$650|TRINITY|817-776-8340|VR|Jul-21|FORT WORTH|0|WALLER|40|31200 |224
294|||$650|TRINITY|817-776-8340|VR|Jul-21|FORT WORTH|33|WALLER|40|31200 |224
1|||$820|LANDSTAR|903-965-9800|V|Jul-22|BISHOP|137|BAYTOWN|0|44800 |253
3|||$820|LANDSTAR|903-965-9800|V|Jul-22|BISHOP|135|BAYTOWN|0|44000 |253
5|||$836|LANDSTAR|956-324-9807|V|Jul-22|LAREDO|149|BAYTOWN|29|40285 |374
39|$5.00|$350||ABSOLUTE|817-782-9073|V|Jul-22|HOUSTON|86|CLUTE|52|43300 |70
40|$5.00|$350||ABSOLUTE|817-782-9073|V|Jul-22|HOUSTON|70|CLUTE|52|43300 |70
44|$2.85|$1,100.00||GLOBALTR|888-954-7231|VR|Jul-22|LAREDO|30|DAYTON|29|44000 |386
49|$4.73|$350||ABSOLUTE|817-782-9073|V|Jul-22|HOUSTON|86|FREEPORT|58|43300 |74
50|$4.73|$350||ABSOLUTE|817-782-9073|V|Jul-22|HOUSTON|70|FREEPORT|58|43300 |74
61|||$685|ARMSTRON|844-239-0264|VR|Jul-22|ABILENE|149|HOUSTON|70|30000 |407
62|||$685|ARMSTRON|844-239-0264|VR|Jul-22|ABILENE|149|HOUSTON|0|30000 |407
93|$2.08|$500||RED RIVE|817-697-4310|V|Jul-22|DALLAS|33|HOUSTON|0|26000 |240
95|||$682|BUCHANAN|260-471-1877|V|Jul-22|DALLAS|33|HOUSTON|0|42364 |240
103|$2.08|$500||RED RIVE|817-697-4310|V|Jul-22|DALLAS|33|HOUSTON|0|26000 |240
105|||$682|BUCHANAN|260-471-1877|V|Jul-22|DALLAS|33|HOUSTON|0|42364 |240
113|$2.08|$500||RED RIVE|817-697-4310|V|Jul-22|DALLAS|0|HOUSTON|0|26000 |240
115|||$682|BUCHANAN|260-471-1877|V|Jul-22|DALLAS|0|HOUSTON|0|42364 |240
124|||$958|SCHNEIDE|800-558-3957|V|Jul-22|DONNA|138|HOUSTON|14|40000 |361
125|||$958|SCHNEIDE|800-558-3957|V|Jul-22|DONNA|137|HOUSTON|14|40000 |361
128|||$957|AMERICAN|850-233-9939|VR|Jul-22|EDINBURG|129|HOUSTON|29|43350 |338
138|$2.01|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|0|HOUSTON|47|40353 |261
141|||$682|C H ROBI|833-428-5247|V|Jul-22|FORT WORTH|0|HOUSTON|0|39939 |261
143|$2.01|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|0|HOUSTON|0|40353 |261
146|||$682|C H ROBI|833-428-5247|V|Jul-22|FORT WORTH|0|HOUSTON|0|39939 |261
148|$2.01|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|33|HOUSTON|0|40353 |261
151|||$682|C H ROBI|833-428-5247|V|Jul-22|FORT WORTH|33|HOUSTON|0|39939 |261
