Vehicle|ShipmentId|Backhaul Origin|Backhaul Destination||MatchId|ShipperName|ShipperContact|Match Origin|Match Destination|Inc. miles|Inc. Minutes|Benefit|||Inc Miles|Inc Minutes|Benefit
veh-25642318|25642318|HOUSTON, TX|DALLAS, TX||25642318-99|SCHNEIDE|800-558-3957|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642318|25642318|HOUSTON, TX|DALLAS, TX||25642318-131|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25642318|||||||||||||||||
veh-25642318|||||||||||||||||
veh-25642318|||||||||||||||||
veh-25642326|25642326|HOUSTON, TX|DALLAS, TX||25642326-94|REDWOOD|312-698-8109|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642326|25642326|HOUSTON, TX|DALLAS, TX||25642326-135|HUB HIGH|844-887-4582|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25642326|||||||||||||||||
veh-25642326|||||||||||||||||
veh-25642326|||||||||||||||||
veh-25642333|25642333|HOUSTON, TX|DALLAS, TX||25642333-92|J H ROSE|956-217-5269|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642333|25642333|HOUSTON, TX|DALLAS, TX||25642333-98|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25642333|||||||||||||||||
veh-25642333|||||||||||||||||
veh-25642333|||||||||||||||||
veh-25642355|25642355|HOUSTON, TX|DALLAS, TX||25642355-114|REDWOOD|312-698-8109|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642355|25642355|HOUSTON, TX|DALLAS, TX||25642355-130|HUB HIGH|844-887-4582|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25642355|||||||||||||||||
veh-25642355|||||||||||||||||
veh-25642355|||||||||||||||||
veh-25642377|25642377|HOUSTON, TX|DALLAS, TX||25642377-90|ZENGISTI|512-430-4600|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642377|25642377|HOUSTON, TX|DALLAS, TX||25642377-108|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25642377|||||||||||||||||
veh-25642377|||||||||||||||||
veh-25642377|||||||||||||||||
veh-25642379|25642379|HOUSTON, TX|DALLAS, TX||25642379-97|EDGE LOG|312-319-4766|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25642379|25642379|HOUSTON, TX|DALLAS, TX||25642379-96|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25642379|||||||||||||||||
veh-25642379|||||||||||||||||
veh-25642379|||||||||||||||||
veh-25645090|||||||||||||||||
veh-25645090|||||||||||||||||
veh-25645090|||||||||||||||||
veh-25645090|||||||||||||||||
veh-25645090|||||||||||||||||
veh-25646915|25646915|HOUSTON, TX|WACO, TX||25646915-70|ASCENT G|800-572-6267|BURLESON, TX|HOUSTON, TX|150.554885853828|282|410.473234692483|||||
veh-25646915|||||||||||||||||
veh-25646915|||||||||||||||||
veh-25646915|||||||||||||||||
veh-25646915|||||||||||||||||
veh-25646963|25646963|HOUSTON, TX|AUSTIN, TX||25646963-51|CANALE T|864-707-1885|BRYAN, TX|GALVESTON, TX|135.24177613183|260|179.788037497774|||||
veh-25646963|||||||||||||||||
veh-25646963|||||||||||||||||
veh-25646963|||||||||||||||||
veh-25646963|||||||||||||||||
veh-25646968|||||||||||||||||
veh-25646968|||||||||||||||||
veh-25646968|||||||||||||||||
veh-25646968|||||||||||||||||
veh-25646968|||||||||||||||||
veh-25646980|25646980|HOUSTON, TX|DALLAS, TX||25646980-91|AS LOGIS|513-869-3182|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646980|25646980|HOUSTON, TX|DALLAS, TX||25646980-86|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25646980|||||||||||||||||
veh-25646980|||||||||||||||||
veh-25646980|||||||||||||||||
veh-25646981|25646981|HOUSTON, TX|DALLAS, TX||25646981-100|ZENGISTI|512-430-4600|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646981|25646981|HOUSTON, TX|DALLAS, TX||25646981-106|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25646981|||||||||||||||||
veh-25646981|||||||||||||||||
veh-25646981|||||||||||||||||
veh-25646982|25646982|HOUSTON, TX|DALLAS, TX||25646982-87|EDGE LOG|312-319-4766|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646982|25646982|HOUSTON, TX|DALLAS, TX||25646982-88|RED RIVE|817-697-4310|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|543.716477363391|||||
veh-25646982|||||||||||||||||
veh-25646982|||||||||||||||||
veh-25646982|||||||||||||||||
veh-25646983|25646983|HOUSTON, TX|DALLAS, TX||25646983-89|SCHNEIDE|800-558-3957|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646983|25646983|HOUSTON, TX|DALLAS, TX||25646983-119|RAPID TR|615-867-9902|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646983|||||||||||||||||
veh-25646983|||||||||||||||||
veh-25646983|||||||||||||||||
veh-25646984|25646984|HOUSTON, TX|DALLAS, TX||25646984-112|J H ROSE|956-217-5269|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646984|25646984|HOUSTON, TX|DALLAS, TX||25646984-121|RAPID TR|615-867-9902|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646984|||||||||||||||||
veh-25646984|||||||||||||||||
veh-25646984|||||||||||||||||
veh-25646985|25646985|HOUSTON, TX|DALLAS, TX||25646985-107|EDGE LOG|312-319-4766|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646985|25646985|HOUSTON, TX|DALLAS, TX||25646985-118|TRI-STAT|843-407-7919|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646985|||||||||||||||||
veh-25646985|||||||||||||||||
veh-25646985|||||||||||||||||
veh-25646986|25646986|HOUSTON, TX|DALLAS, TX||25646986-109|SCHNEIDE|800-558-3957|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646986|25646986|HOUSTON, TX|DALLAS, TX||25646986-122|TRI-STAT|843-407-7919|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646986|||||||||||||||||
veh-25646986|||||||||||||||||
veh-25646986|||||||||||||||||
veh-25646987|25646987|HOUSTON, TX|DALLAS, TX||25646987-111|AS LOGIS|513-869-3182|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646987|25646987|HOUSTON, TX|DALLAS, TX||25646987-120|TRI-STAT|843-407-7919|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646987|||||||||||||||||
veh-25646987|||||||||||||||||
veh-25646987|||||||||||||||||
veh-25646988|25646988|HOUSTON, TX|DALLAS, TX||25646988-110|ZENGISTI|512-430-4600|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646988|25646988|HOUSTON, TX|DALLAS, TX||25646988-38|EPES LOG|866-247-0691|ROANOKE, TX|BROOKSHIRE, TX|83.711335081462|212|522.401957937208|||||
veh-25646988|||||||||||||||||
veh-25646988|||||||||||||||||
veh-25646988|||||||||||||||||
veh-25646989|25646989|HOUSTON, TX|DALLAS, TX||25646989-102|J H ROSE|956-217-5269|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646989|25646989|HOUSTON, TX|DALLAS, TX||25646989-37|EPES LOG|866-247-0691|ROANOKE, TX|BROOKSHIRE, TX|83.711335081462|212|522.401957937208|||||
veh-25646989|||||||||||||||||
veh-25646989|||||||||||||||||
veh-25646989|||||||||||||||||
veh-25646990|25646990|HOUSTON, TX|DALLAS, TX||25646990-104|REDWOOD|312-698-8109|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25646990|25646990|HOUSTON, TX|DALLAS, TX||25646990-75|LV SHIPP|479-343-1515 EX|CARROLLTON, TX|HOUSTON, TX|33.4739706960617|166|455.831381245314|||||
veh-25646990|||||||||||||||||
veh-25646990|||||||||||||||||
veh-25646990|||||||||||||||||
veh-25646991|25646991|HOUSTON, TX|DALLAS, TX||25646991-78|SCHNEIDE|800-558-3957|CARROLLTON, TX|HOUSTON, TX|33.4739706960617|166|593.831381245314|||||
veh-25646991|25646991|HOUSTON, TX|DALLAS, TX||25646991-77|LV SHIPP|479-343-1515 EX|CARROLLTON, TX|HOUSTON, TX|33.4739706960617|166|455.831381245314|||||
veh-25646991|||||||||||||||||
veh-25646991|||||||||||||||||
veh-25646991|||||||||||||||||
veh-25646992|25646992|HOUSTON, TX|DALLAS, TX||25646992-76|SCHNEIDE|800-558-3957|CARROLLTON, TX|HOUSTON, TX|33.4739706960617|166|593.831381245314|||||
veh-25646992|||||||||||||||||
veh-25646992|||||||||||||||||
veh-25646992|||||||||||||||||
veh-25646992|||||||||||||||||
veh-25646994|25646994|HOUSTON, TX|DALLAS, TX||25646994-74|SCHNEIDE|800-558-3957|CARROLLTON, TX|HOUSTON, TX|33.4739706960617|166|593.831381245314|||||
veh-25646994|25646994|HOUSTON, TX|DALLAS, TX||25646994-117|RAPID TR|615-867-9902|DENTON, TX|HOUSTON, TX|78.6322343320865|208|534.712630154805|||||
veh-25646994|||||||||||||||||
veh-25646994|||||||||||||||||
veh-25646994|||||||||||||||||
veh-25646995|25646995|HOUSTON, TX|DALLAS, TX||25646995-81|ARIES LO|281-951-5181|CEDAR HILL, TX|HOUSTON, TX|27.8542756658009|159|593.767954714355|||||
veh-25646995|25646995|HOUSTON, TX|DALLAS, TX||25646995-36|EPES LOG|866-247-0691|ROANOKE, TX|BROOKSHIRE, TX|83.711335081462|212|522.401957937208|||||
veh-25646995|||||||||||||||||
veh-25646995|||||||||||||||||
veh-25646995|||||||||||||||||
veh-25647004|25647004|HOUSTON, TX|FORT WORTH, TX||25647004-67|ASCENT G|800-572-6267|BURLESON, TX|HOUSTON, TX|16.0326593510383|152|612.022795299108|||||
veh-25647004|||||||||||||||||
veh-25647004|||||||||||||||||
veh-25647004|||||||||||||||||
veh-25647004|||||||||||||||||
veh-25647005|25647005|HOUSTON, TX|FORT WORTH, TX||25647005-80|ARIES LO|281-951-5181|CEDAR HILL, TX|HOUSTON, TX|16.9218437371842|152|608.973557723456|||||
veh-25647005|||||||||||||||||
veh-25647005|||||||||||||||||
veh-25647005|||||||||||||||||
veh-25647005|||||||||||||||||
veh-25647011|||||||||||||||||
veh-25647011|||||||||||||||||
veh-25647011|||||||||||||||||
veh-25647011|||||||||||||||||
veh-25647011|||||||||||||||||
veh-25647018|||||||||||||||||
veh-25647018|||||||||||||||||
veh-25647018|||||||||||||||||
veh-25647018|||||||||||||||||
veh-25647018|||||||||||||||||
veh-25647020|||||||||||||||||
veh-25647020|||||||||||||||||
veh-25647020|||||||||||||||||
veh-25647020|||||||||||||||||
veh-25647020|||||||||||||||||
veh-25647026|||||||||||||||||
veh-25647026|||||||||||||||||
veh-25647026|||||||||||||||||
veh-25647026|||||||||||||||||
veh-25647026|||||||||||||||||
veh-25647028|||||||||||||||||
veh-25647028|||||||||||||||||
veh-25647028|||||||||||||||||
veh-25647028|||||||||||||||||
veh-25647028|||||||||||||||||
veh-25647029|||||||||||||||||
veh-25647029|||||||||||||||||
veh-25647029|||||||||||||||||
veh-25647029|||||||||||||||||
veh-25647029|||||||||||||||||
veh-25647030|||||||||||||||||
veh-25647030|||||||||||||||||
veh-25647030|||||||||||||||||
veh-25647030|||||||||||||||||
veh-25647030|||||||||||||||||
veh-25647032|||||||||||||||||
veh-25647032|||||||||||||||||
veh-25647032|||||||||||||||||
veh-25647032|||||||||||||||||
veh-25647032|||||||||||||||||
veh-25647033|||||||||||||||||
veh-25647033|||||||||||||||||
veh-25647033|||||||||||||||||
veh-25647033|||||||||||||||||
veh-25647033|||||||||||||||||
veh-25647034|25647034|HOUSTON, TX|FORT WORTH, TX||25647034-144|TTS LLC|817-728-5525|FORT WORTH, TX|HOUSTON, TX|26.8383312413785|158|598.296102468507|||||
veh-25647034|||||||||||||||||
veh-25647034|||||||||||||||||
veh-25647034|||||||||||||||||
veh-25647034|||||||||||||||||
veh-25647035|25647035|HOUSTON, TX|FORT WORTH, TX||25647035-139|TTS LLC|817-728-5525|FORT WORTH, TX|HOUSTON, TX|26.8383312413785|158|598.296102468507|||||
veh-25647035|||||||||||||||||
veh-25647035|||||||||||||||||
veh-25647035|||||||||||||||||
veh-25647035|||||||||||||||||
veh-25647038|||||||||||||||||
veh-25647038|||||||||||||||||
veh-25647038|||||||||||||||||
veh-25647038|||||||||||||||||
veh-25647038|||||||||||||||||
veh-25647039|||||||||||||||||
veh-25647039|||||||||||||||||
veh-25647039|||||||||||||||||
veh-25647039|||||||||||||||||
veh-25647039|||||||||||||||||
veh-25647041|||||||||||||||||
veh-25647041|||||||||||||||||
veh-25647041|||||||||||||||||
veh-25647041|||||||||||||||||
veh-25647041|||||||||||||||||
veh-25647042|||||||||||||||||
veh-25647042|||||||||||||||||
veh-25647042|||||||||||||||||
veh-25647042|||||||||||||||||
veh-25647042|||||||||||||||||
veh-25647049|25647049|HOUSTON, TX|DALLAS, TX||25647049-79|ARIES LO|281-951-5181|CEDAR HILL, TX|HOUSTON, TX|27.8542756658009|159|593.767954714355|||||
veh-25647049|25647049|HOUSTON, TX|DALLAS, TX||25647049-54|TOTAL QU|513-831-2600|DALLAS, TX|GALVESTON, TX|96.8695241527583|218|413.899294833079|||||
veh-25647049|||||||||||||||||
veh-25647049|||||||||||||||||
veh-25647049|||||||||||||||||
veh-25647051|||||||||||||||||
veh-25647051|||||||||||||||||
veh-25647051|||||||||||||||||
veh-25647051|||||||||||||||||
veh-25647051|||||||||||||||||
veh-25647055|||||||||||||||||
veh-25647055|||||||||||||||||
veh-25647055|||||||||||||||||
veh-25647055|||||||||||||||||
veh-25647055|||||||||||||||||
veh-25647056|25647056|HOUSTON, TX|DALLAS, TX||25647056-83|BRIDGER|406-586-0648|COPPELL, TX|HOUSTON, TX|41.6531000285831|185|577.922675299605|||||
veh-25647056|25647056|HOUSTON, TX|DALLAS, TX||25647056-55|TOTAL QU|513-831-2600|DALLAS, TX|GALVESTON, TX|96.8695241527583|218|413.899294833079|||||
veh-25647056|||||||||||||||||
veh-25647056|||||||||||||||||
veh-25647056|||||||||||||||||
veh-25647057|25647057|HOUSTON, TX|DALLAS, TX||25647057-84|BRIDGER|406-586-0648|COPPELL, TX|HOUSTON, TX|41.6531000285831|185|577.922675299605|||||
veh-25647057|25647057|HOUSTON, TX|DALLAS, TX||25647057-45|PEPSI LO|888-752-4669|ROANOKE, TX|DAYTON, TX|91.8165210583221|224|367.885838484513|||||
veh-25647057|||||||||||||||||
veh-25647057|||||||||||||||||
veh-25647057|||||||||||||||||
veh-25647058|25647058|HOUSTON, TX|DALLAS, TX||25647058-28|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647058|25647058|HOUSTON, TX|DALLAS, TX||25647058-53|TOTAL QU|513-831-2600|DALLAS, TX|GALVESTON, TX|96.8695241527583|218|413.899294833079|||||
veh-25647058|||||||||||||||||
veh-25647058|||||||||||||||||
veh-25647058|||||||||||||||||
veh-25647060|||||||||||||||||
veh-25647060|||||||||||||||||
veh-25647060|||||||||||||||||
veh-25647060|||||||||||||||||
veh-25647060|||||||||||||||||
veh-25647061|25647061|HOUSTON, TX|WACO, TX||25647061-19|C H ROBI|833-428-5247|CLEBURNE, TX|BRENHAM, TX|141.981806206271|290|383.954802009934|||||
veh-25647061|||||||||||||||||
veh-25647061|||||||||||||||||
veh-25647061|||||||||||||||||
veh-25647061|||||||||||||||||
veh-25647062|||||||||||||||||
veh-25647062|||||||||||||||||
veh-25647062|||||||||||||||||
veh-25647062|||||||||||||||||
veh-25647062|||||||||||||||||
veh-25647064|||||||||||||||||
veh-25647064|||||||||||||||||
veh-25647064|||||||||||||||||
veh-25647064|||||||||||||||||
veh-25647064|||||||||||||||||
veh-25647071|||||||||||||||||
veh-25647071|||||||||||||||||
veh-25647071|||||||||||||||||
veh-25647071|||||||||||||||||
veh-25647071|||||||||||||||||
veh-25647072|25647072|HOUSTON, TX|DALLAS, TX||25647072-27|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647072|||||||||||||||||
veh-25647072|||||||||||||||||
veh-25647072|||||||||||||||||
veh-25647072|||||||||||||||||
veh-25647073|25647073|HOUSTON, TX|DALLAS, TX||25647073-82|BRIDGER|406-586-0648|COPPELL, TX|HOUSTON, TX|41.6531000285831|185|577.922675299605|||||
veh-25647073|||||||||||||||||
veh-25647073|||||||||||||||||
veh-25647073|||||||||||||||||
veh-25647073|||||||||||||||||
veh-25647074|25647074|HOUSTON, TX|DALLAS, TX||25647074-26|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647074|||||||||||||||||
veh-25647074|||||||||||||||||
veh-25647074|||||||||||||||||
veh-25647074|||||||||||||||||
veh-25647078|25647078|HOUSTON, TX|DALLAS, TX||25647078-25|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647078|||||||||||||||||
veh-25647078|||||||||||||||||
veh-25647078|||||||||||||||||
veh-25647078|||||||||||||||||
veh-25647079|25647079|HOUSTON, TX|DALLAS, TX||25647079-24|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647079|||||||||||||||||
veh-25647079|||||||||||||||||
veh-25647079|||||||||||||||||
veh-25647079|||||||||||||||||
veh-25647080|25647080|HOUSTON, TX|DALLAS, TX||25647080-23|EPES LOG|866-247-0691|DALLAS, TX|BROOKSHIRE, TX|32.8109659860564|170|569.296393469787|||||
veh-25647080|||||||||||||||||
veh-25647080|||||||||||||||||
veh-25647080|||||||||||||||||
veh-25647080|||||||||||||||||
veh-25647081|25647081|HOUSTON, TX|DALLAS, TX||25647081-43|BNSF LOG|866-622-9910|HUTCHINS, TX|DAYTON, TX|40.2748952986939|172|568.830290214208|||||
veh-25647081|||||||||||||||||
veh-25647081|||||||||||||||||
veh-25647081|||||||||||||||||
veh-25647081|||||||||||||||||
veh-25647082|25647082|HOUSTON, TX|DALLAS, TX||25647082-41|BNSF LOG|866-622-9910|HUTCHINS, TX|DAYTON, TX|40.2748952986939|172|568.830290214208|||||
veh-25647082|||||||||||||||||
veh-25647082|||||||||||||||||
veh-25647082|||||||||||||||||
veh-25647082|||||||||||||||||
veh-25647085|||||||||||||||||
veh-25647085|||||||||||||||||
veh-25647085|||||||||||||||||
veh-25647085|||||||||||||||||
veh-25647085|||||||||||||||||
veh-25647088|||||||||||||||||
veh-25647088|||||||||||||||||
veh-25647088|||||||||||||||||
veh-25647088|||||||||||||||||
veh-25647088|||||||||||||||||
veh-25647091|25647091|HOUSTON, TX|DALLAS, TX||25647091-42|BNSF LOG|866-622-9910|HUTCHINS, TX|DAYTON, TX|40.2748952986939|172|568.830290214208|||||
veh-25647091|||||||||||||||||
veh-25647091|||||||||||||||||
veh-25647091|||||||||||||||||
veh-25647091|||||||||||||||||
veh-25647092|||||||||||||||||
veh-25647092|||||||||||||||||
veh-25647092|||||||||||||||||
veh-25647092|||||||||||||||||
veh-25647092|||||||||||||||||
veh-25647094|||||||||||||||||
veh-25647094|||||||||||||||||
veh-25647094|||||||||||||||||
veh-25647094|||||||||||||||||
veh-25647094|||||||||||||||||
veh-25647095|25647095|HOUSTON, TX|DALLAS, TX||25647095-129|TOTAL QU|800-580-3101|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25647095|25647095|HOUSTON, TX|DALLAS, TX||25647095-133|HUB HIGH|844-887-4582|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25647095|||||||||||||||||
veh-25647095|||||||||||||||||
veh-25647095|||||||||||||||||
veh-25647098|||||||||||||||||
veh-25647098|||||||||||||||||
veh-25647098|||||||||||||||||
veh-25647098|||||||||||||||||
veh-25647098|||||||||||||||||
veh-25647099|||||||||||||||||
veh-25647099|||||||||||||||||
veh-25647099|||||||||||||||||
veh-25647099|||||||||||||||||
veh-25647099|||||||||||||||||
veh-25647100|25647100|HOUSTON, TX|LAKE CHARLES, LA||25647100-64|DJM LOGI|773-649-3286|BAYTOWN, TX|HOUSTON, TX|16.3091702188475|151|371.025845808427|||||
veh-25647100|||||||||||||||||
veh-25647100|||||||||||||||||
veh-25647100|||||||||||||||||
veh-25647100|||||||||||||||||
veh-25647102|25647102|HOUSTON, TX|DALLAS, TX||25647102-134|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25647102|25647102|HOUSTON, TX|DALLAS, TX||25647102-136|HUB HIGH|844-887-4582|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|563.051090774272|||||
veh-25647102|||||||||||||||||
veh-25647102|||||||||||||||||
veh-25647102|||||||||||||||||
veh-25647104|||||||||||||||||
veh-25647104|||||||||||||||||
veh-25647104|||||||||||||||||
veh-25647104|||||||||||||||||
veh-25647104|||||||||||||||||
veh-25647107|||||||||||||||||
veh-25647107|||||||||||||||||
veh-25647107|||||||||||||||||
veh-25647107|||||||||||||||||
veh-25647107|||||||||||||||||
veh-25647109|||||||||||||||||
veh-25647109|||||||||||||||||
veh-25647109|||||||||||||||||
veh-25647109|||||||||||||||||
veh-25647109|||||||||||||||||
veh-25647111|||||||||||||||||
veh-25647111|||||||||||||||||
veh-25647111|||||||||||||||||
veh-25647111|||||||||||||||||
veh-25647111|||||||||||||||||
veh-25647114|25647114|HOUSTON, TX|WACO, TX||25647114-68|ASCENT G|800-572-6267|BURLESON, TX|HOUSTON, TX|150.554885853828|282|410.473234692483|||||
veh-25647114|||||||||||||||||
veh-25647114|||||||||||||||||
veh-25647114|||||||||||||||||
veh-25647114|||||||||||||||||
veh-25647118|||||||||||||||||
veh-25647118|||||||||||||||||
veh-25647118|||||||||||||||||
veh-25647118|||||||||||||||||
veh-25647118|||||||||||||||||
veh-25647122|||||||||||||||||
veh-25647122|||||||||||||||||
veh-25647122|||||||||||||||||
veh-25647122|||||||||||||||||
veh-25647122|||||||||||||||||
veh-25647123|25647123|HOUSTON, TX|BRENHAM, TX||25647123-21|C H ROBI|833-428-5247|CLEBURNE, TX|BRENHAM, TX|372.73354294307|523|34.9330859938441|||||
veh-25647123|||||||||||||||||
veh-25647123|||||||||||||||||
veh-25647123|||||||||||||||||
veh-25647123|||||||||||||||||
veh-25647124|||||||||||||||||
veh-25647124|||||||||||||||||
