ob_order_id|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25544664|HOUSTON, TX|CORPUS CHRISTI, TX|2020-07-21 09:00:01|2020-07-21 12:42:48|BISHOP, TX|BAYTOWN, TX|27.60549;-97.78572|29.74877;-94.94389|2020-07-21 14:39:46 |2020-07-21 19:09:40 |LANDSTAR|820|621.139089713796|TX|213.543323934721|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 12:42:48|903-965-9800|44800 |unknown-email|unknown-quantity|what-is-this|11.5733333333333|4.15|99.031279903563|198.860910286204
|25642377|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |ZENGISTI|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|512-430-4600||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25642379|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |EDGE LOG|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|312-319-4766|45000 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646915|HOUSTON, TX|WACO, TX|2020-07-21 09:00:01|2020-07-21 12:08:12|BURLESON, TX|HOUSTON, TX|32.535841;-97.30681|29.711257;-95.304936|2020-07-21 14:24:30 |2020-07-21 18:45:11 |ASCENT G|681|410.473234692483|TX|226.715006311471|Van|PASSED|DRYDRAUGHT|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 12:08:12|800-572-6267|40802 |unknown-email|unknown-quantity|what-is-this|10.9658333333333|4.7|150.554885853828|270.526765307517
|25646963|HOUSTON, TX|AUSTIN, TX|2020-07-21 09:00:01|2020-07-21 11:39:49|BRYAN, TX|GALVESTON, TX|30.637348;-96.36015|29.298448;-94.79316|2020-07-21 14:17:38 |2020-07-21 16:45:35 |CANALE T|425|179.788037497774|TX|146.377222714856|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 11:39:49|864-707-1885|40000 |unknown-email|unknown-quantity|what-is-this|9.65555555555556|4.33333333333333|135.24177613183|245.211962502226
|25646980|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |AS LOGIS|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|513-869-3182|32515 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646981|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |ZENGISTI|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|512-430-4600||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646982|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |EDGE LOG|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|312-319-4766|45000 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646983|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |SCHNEIDE|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-558-3957|42500 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646984|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |J H ROSE|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|956-217-5269||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646985|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |EDGE LOG|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|312-319-4766|45000 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646986|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |SCHNEIDE|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-558-3957|42500 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646987|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |AS LOGIS|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|513-869-3182|32515 |unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646988|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |ZENGISTI|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|512-430-4600||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646989|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |J H ROSE|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|956-217-5269||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646990|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|HOUSTON, TX|32.787629;-96.79941|29.711257;-95.304936|2020-07-21 14:10:45 |2020-07-21 18:14:34 |REDWOOD|682|625.716477363391|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|312-698-8109||unknown-email|unknown-quantity|what-is-this|10.4555555555556|2.3|9.18264630221085|56.2835226366088
|25646991|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|CARROLLTON, TX|HOUSTON, TX|32.960374;-96.89163|29.711257;-95.304936|2020-07-21 14:20:23 |2020-07-21 18:42:34 |SCHNEIDE|688|593.831381245314|TX|241.099383212151|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-558-3957|34039 |unknown-email|unknown-quantity|what-is-this|10.9222222222222|2.76666666666667|33.4739706960617|94.1686187546862
|25646992|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|CARROLLTON, TX|HOUSTON, TX|32.960374;-96.89163|29.711257;-95.304936|2020-07-21 14:20:23 |2020-07-21 18:42:34 |SCHNEIDE|688|593.831381245314|TX|241.099383212151|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-558-3957|34039 |unknown-email|unknown-quantity|what-is-this|10.9222222222222|2.76666666666667|33.4739706960617|94.1686187546862
|25646994|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|CARROLLTON, TX|HOUSTON, TX|32.960374;-96.89163|29.711257;-95.304936|2020-07-21 14:20:23 |2020-07-21 18:42:34 |SCHNEIDE|688|593.831381245314|TX|241.099383212151|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-558-3957|34039 |unknown-email|unknown-quantity|what-is-this|10.9222222222222|2.76666666666667|33.4739706960617|94.1686187546862
|25646995|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|CEDAR HILL, TX|HOUSTON, TX|32.588536;-96.94949|29.711257;-95.304936|2020-07-21 14:29:01 |2020-07-21 18:35:56 |ARIES LO|679|593.767954714355|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|281-951-5181|43434 |unknown-email|unknown-quantity|what-is-this|10.8116666666667|2.65|27.8542756658009|85.2320452856451
|25647004|HOUSTON, TX|FORT WORTH, TX|2020-07-21 09:00:01|2020-07-21 13:18:50|BURLESON, TX|HOUSTON, TX|32.535841;-97.30681|29.711257;-95.304936|2020-07-21 14:36:27 |2020-07-21 18:57:08 |ASCENT G|681|612.022795299108|TX|231.132431793784|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:18:50|800-572-6267||unknown-email|unknown-quantity|what-is-this|11.165|2.53333333333333|16.0326593510383|68.9772047008919
|25647005|HOUSTON, TX|FORT WORTH, TX|2020-07-21 09:00:01|2020-07-21 13:18:50|CEDAR HILL, TX|HOUSTON, TX|32.588536;-96.94949|29.711257;-95.304936|2020-07-21 14:49:42 |2020-07-21 18:56:37 |ARIES LO|679|608.973557723456|TX|231.132431793784|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:18:50|281-951-5181|43434 |unknown-email|unknown-quantity|what-is-this|11.1563888888889|2.53333333333333|16.9218437371842|70.026442276544
|25647034|HOUSTON, TX|FORT WORTH, TX|2020-07-21 09:00:01|2020-07-21 13:18:50|FORT WORTH, TX|HOUSTON, TX|32.771419;-97.291484|29.711257;-95.304936|2020-07-21 14:34:59 |2020-07-21 19:02:44 |TTS LLC|682|598.296102468507|TX|240.106376798931|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:18:50|817-728-5525|30000 |unknown-email|unknown-quantity|what-is-this|11.2583333333333|2.63333333333333|26.8383312413785|83.7038975314933
|25647035|HOUSTON, TX|FORT WORTH, TX|2020-07-21 09:00:01|2020-07-21 13:18:50|FORT WORTH, TX|HOUSTON, TX|32.771419;-97.291484|29.711257;-95.304936|2020-07-21 14:34:59 |2020-07-21 19:02:44 |TTS LLC|682|598.296102468507|TX|240.106376798931|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:18:50|817-728-5525|30000 |unknown-email|unknown-quantity|what-is-this|11.2583333333333|2.63333333333333|26.8383312413785|83.7038975314933
|25647049|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|CEDAR HILL, TX|HOUSTON, TX|32.588536;-96.94949|29.711257;-95.304936|2020-07-21 14:29:01 |2020-07-21 18:35:56 |ARIES LO|679|593.767954714355|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|281-951-5181|43434 |unknown-email|unknown-quantity|what-is-this|10.8116666666667|2.65|27.8542756658009|85.2320452856451
|25647056|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|COPPELL, TX|HOUSTON, TX|32.967341;-96.98656|29.711257;-95.304936|2020-07-21 14:31:35 |2020-07-21 19:01:48 |BRIDGER|688|577.922675299605|TX|243.823604858423|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|406-586-0648|25000 |unknown-email|unknown-quantity|what-is-this|11.2427777777778|3.08333333333333|41.6531000285831|110.077324700395
|25647057|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|COPPELL, TX|HOUSTON, TX|32.967341;-96.98656|29.711257;-95.304936|2020-07-21 14:31:35 |2020-07-21 19:01:48 |BRIDGER|688|577.922675299605|TX|243.823604858423|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|406-586-0648|25000 |unknown-email|unknown-quantity|what-is-this|11.2427777777778|3.08333333333333|41.6531000285831|110.077324700395
|25647058|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647061|HOUSTON, TX|WACO, TX|2020-07-21 09:00:01|2020-07-21 12:08:12|CLEBURNE, TX|BRENHAM, TX|32.343115;-97.40081|30.158637;-96.407936|2020-07-21 14:21:56 |2020-07-21 17:45:41 |C H ROBI|647|383.954802009934|TX|218.813884787057|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 12:08:12|833-428-5247|11505 |unknown-email|unknown-quantity|what-is-this|11.1058333333333|4.83333333333333|141.981806206271|263.045197990066
|25647072|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647073|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|COPPELL, TX|HOUSTON, TX|32.967341;-96.98656|29.711257;-95.304936|2020-07-21 14:31:35 |2020-07-21 19:01:48 |BRIDGER|688|577.922675299605|TX|243.823604858423|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|406-586-0648|25000 |unknown-email|unknown-quantity|what-is-this|11.2427777777778|3.08333333333333|41.6531000285831|110.077324700395
|25647074|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647078|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647079|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647080|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|DALLAS, TX|BROOKSHIRE, TX|32.787629;-96.79941|29.80038;-95.98452|2020-07-21 14:10:45 |2020-07-21 18:13:21 |EPES LOG|664|569.296393469787|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-247-0691|41958 |unknown-email|unknown-quantity|what-is-this|11.0036111111111|2.83333333333333|32.8109659860564|94.7036065302133
|25647081|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|HUTCHINS, TX|DAYTON, TX|32.644647;-96.71036|30.044219;-94.88864|2020-07-21 14:26:20 |2020-07-21 18:28:35 |BNSF LOG|673|568.830290214208|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-622-9910|40981 |unknown-email|unknown-quantity|what-is-this|11.0297222222222|2.86666666666667|40.2748952986939|104.169709785792
|25647082|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|HUTCHINS, TX|DAYTON, TX|32.644647;-96.71036|30.044219;-94.88864|2020-07-21 14:26:20 |2020-07-21 18:28:35 |BNSF LOG|673|568.830290214208|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-622-9910|40981 |unknown-email|unknown-quantity|what-is-this|11.0297222222222|2.86666666666667|40.2748952986939|104.169709785792
|25647091|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|HUTCHINS, TX|DAYTON, TX|32.644647;-96.71036|30.044219;-94.88864|2020-07-21 14:26:20 |2020-07-21 18:28:35 |BNSF LOG|673|568.830290214208|TX|231.68039060502|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|866-622-9910|40981 |unknown-email|unknown-quantity|what-is-this|11.0297222222222|2.86666666666667|40.2748952986939|104.169709785792
|25647095|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|FLOWER MOUND, TX|HOUSTON, TX|33.024778;-97.10206|29.711257;-95.304936|2020-07-21 14:33:47 |2020-07-21 19:08:13 |TOTAL QU|692|563.051090774272|TX|250.300148538853|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|800-580-3101|5000 |unknown-email|unknown-quantity|what-is-this|11.3497222222222|3.18333333333333|55.9713919992046|128.948909225728
|25647100|HOUSTON, TX|LAKE CHARLES, LA|2020-07-21 09:00:01|2020-07-21 10:43:10|BAYTOWN, TX|HOUSTON, TX|29.74877;-94.94389|29.711257;-95.304936|2020-07-21 13:12:13 |2020-07-21 13:44:37 |DJM LOGI|440|371.025845808427|TX|130.558473647744|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 10:43:10|773-649-3286|39126 |unknown-email|unknown-quantity|what-is-this|5.95638888888889|2.51666666666667|16.3091702188475|68.9741541915734
|25647102|HOUSTON, TX|DALLAS, TX|2020-07-21 09:00:01|2020-07-21 13:04:47|FLOWER MOUND, TX|HOUSTON, TX|33.024778;-97.10206|29.711257;-95.304936|2020-07-21 14:33:47 |2020-07-21 19:08:13 |HUB HIGH|692|563.051090774272|TX|250.300148538853|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 13:04:47|412-787-6210|1000 |unknown-email|unknown-quantity|what-is-this|11.3497222222222|3.18333333333333|55.9713919992046|128.948909225728
|25647114|HOUSTON, TX|WACO, TX|2020-07-21 09:00:01|2020-07-21 12:08:12|BURLESON, TX|HOUSTON, TX|32.535841;-97.30681|29.711257;-95.304936|2020-07-21 14:24:30 |2020-07-21 18:45:11 |ASCENT G|681|410.473234692483|TX|226.715006311471|Van|PASSED|DRY|DAY CAB|HTN|2020-07-21 09:00:01|2020-07-21 12:08:12|800-572-6267|40802 |unknown-email|unknown-quantity|what-is-this|10.9658333333333|4.7|150.554885853828|270.526765307517
