_id_|RATE POSTED|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|Origin State|DEST CITY|Dest State|Weight
1575231356|675|Client A|702-985-2254|VVR|DAILY|Hermiston|OR|Portland|OR|
1575767048||SHASTINA|541-830-8585|F|DAILY|LEWISTON|ID|THE DALLES|OR|
1576493113|550|EVERGREE|509-321-4382|FSD|DAILY|parker|wa|bremerton|wa|44500
1576493116|550|EVERGREE|509-321-4382|CONG|DAILY|parker|wa|bremerton|wa|44500
1576495132|400|EVERGREE|509-321-4382|FSD|DAILY|parker|wa|longview|wa|44500
1576495133|400|EVERGREE|509-321-4382|CONG|DAILY|parker|wa|longview|wa|44500
1578170676|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|FEDERAL WAY|WA|44500
1578170677|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|FEDERAL WAY|WA|44500
1578170743|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|AUBURN|WA|44500
1578170745|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|AUBURN|WA|44500
1578171201|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|ISSAQUAH|WA|44500
1578171317|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|ISSAQUAH|WA|44500
1578538681||MODE TRA|208-934-5963|FSD|DAILY|La Grande|OR|Ellensburg|WA|
1578826307|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|LACEY|WA|44500
1578826309|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|LACEY|WA|44500
1579239923|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|VANCOUVER|WA|44500
1579239959|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|VANCOUVER|WA|44500
1579245675|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|MCMINNVILLE|OR|44500
1579245829|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|MCMINNVILLE|OR|44500
1579252962|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|RENTON|WA|44500
1579253005|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|RENTON|WA|44500
1579290698|400|EVERGREE|509-321-4382|FSD|DAILY|PARKER|WA|BONNEY LAKE|WA|44500
1579291321|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|BONNEY LAKE|WA|44500
1579294158|500|EVERGREE|509-321-4382|FSD|DAILY|PARKER|WA|BEND|OR|44500
1579294185|500|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|BEND|OR|44500
1579595969||AAA LOGI|561-249-4680|HS|DAILY|Lyle|Wa|Rainier|Or|8000
1579685549||CREST TR|541-973-2330|F|DAILY|talent|OR|hood river|OR|
1579806075|1100|ERH LOGI|205-957-3525|FSD|DAILY|SHASTA LAKE|CA|PORTLAND|OR|45000
1579959454|1150|GLOBALTR|480-291-6100|FSD|DAILY|Redding|CA|Portland|OR|
1580417082|700|CENTRAL |503-266-8660|F|DAILY|Pendleton|or|Kent|wa|45000
1580477324||AAA LOGI|561-249-4680|HS|DAILY|lyle|wa|rainier|or|8000
