_id_|RPM|RATE|Market rate|COMPANY|PHONE|TRLR|PICKUP|ORIGIN CITY|DIST|DESTINATION CITY|DIST|WEIGHT|MILES
70||||SCHNEIDE|800-558-3957|V|44041|EL PASO|0|HOUSTON|18|41760|754
71||||CW CARRI|813-853-0677|V|44041|ENNIS|0|CORPUS CHRISTI|205|10000|389
72||||USA TRUC|972-677-6171|V|44041|FORNEY|0|WAXAHACHIE|217|44000|50
73|$1.47|$1,100.00||USA TRUC|972-677-6171|V|44041|FORNEY|0|WAXAHACHIE|217|44000|50
74||||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|0|HOUSTON|0|16192|261
75||||CHOPTANK|800-568-2240|V|44041|FORT WORTH|0|DAYTON|40|37812|291
76||||TTS LLC|972-924-9919|VR|44041|FORT WORTH|0|MISSOURI CITY|20||278
77||||ROAR LOG|716-775-6208|VR|44041|FORT WORTH|0|BROOKSHIRE|35|41052|256
78|$1.17|$300.00||PATHMARK|901-362-1555|VR|44041|FORT WORTH|0|SAN ANTONIO|195|44313|265
79||||SCOTT LO|706-314-0500|V|44041|FORT WORTH|0|SCHERTZ|179|32103|248
80||||BEDROCK|214-504-2003|V|44041|FORT WORTH|0|WACO|181|8400|86
81||||XPO LOGI|800-397-7305|V|44041|FORT WORTH|0|FORNEY|239|44000|58
82|$3.13|$250.00||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|0|SELMA|183||245
83|$3.13|$250.00||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|0|HOUSTON|0||261
84|$3.13|$250.00||GILTNER|208-432-1059|V|44041|FT HANCOCK|0|ARLINGTON|251|10000|567
85|$3.13|$250.00||SCHNEIDE|800-558-3957|V|44041|FT WORTH|0|LANCASTER|230|42758|35
86||||AVENGER|423-708-3700|V|44041|GRAND PRAIRIE|0|PALESTINE|150|16331|125
87|$3.07|$1,083.00||UNIVERSA|615-986-7163|V|44041|HASLET|0|HOUSTON|0|19455|277
88||||UNIVERSA|615-986-7163|V|44041|HASLET|0|SAN ANTONIO|195|16753|284
89||||LOADSMAR|917-438-9292|V|44041|HAWKINS|0|ROANOKE|270|42972|129
90||||C H ROBI|833-428-5247|V|44041|HAWKINS|0|FORT WORTH|260|48148|129
91||||CHOPTANK|800-568-2240|V|44041|HOUSTON|0|TYLER|204|40000|220
92|$2.00|$900.00||TRINITY|800-210-3000|VR|44041|HOUSTON|0|ENNIS|205|43651|204
93|$2.14|$525.00||C H ROBI|833-428-5247|VR|44041|HOUSTON|0|TEMPLE|164|45200|168
94|$2.39|$625.00||BEDROCK|214-504-2003|V|44041|HOUSTON|0|HOUSTON|0|41000|0
95||||SCOTT LO|706-314-0500|V|44041|HOUSTON|0|DALLAS|241|15000|240
96|$2.61|$1,100.00||RED RIVE|817-697-4310|VR|44041|HOUSTON|0|ARLINGTON|251|39404|256
97|$2.61|$1,100.00||LOADSMAR|917-438-9292|V|44041|HOUSTON|0|DALLAS|239|45000|240
98|$1.89|$475.00||XPO LOGI|800-397-7305|V|44041|HOUSTON|0|FORNEY|239|44000|254
99||||HUB HIGH|412-787-6248|V|44041|HOUSTON|0|GARLAND|248|39550|251
100|$1.97|$450.00||KING OF|316-440-8672|V|44041|HOUSTON|0|PLANO|255|8900|256
101||||ALLEN LU|800-254-5863|V|44041|HOUSTON|0|WACO|181|43832|185
102||||3 RIVERS|870-548-5003|V|44041|HOUSTON|0|DALLAS|241||240
103||||ANDERSON|479-632-1050|V|44041|HOUSTON|0|TYLER|197|44000|220
104||||NT LOGIS|469-362-5050|VR|44041|HOUSTON|0|TYLER|197|44000|220
105||||KING OF|316-413-3402|V|44041|HOUSTON|0|GRAND PRAIRIE|247|42000|251
106||||J B HUNT|866-940-6033|V|44041|HOUSTON|0|TEMPLE|164|42926|168
107||||STRONGHO|888-963-9299|V|DAILY|HOUSTON|0|ROCKWALL|256|42000|260
108||||UNIVERSA|615-986-7163|V|44041|HUTCHINS|0|HOUSTON|0|40000|227
109||||BNSF LOG|603-200-0050|V|44041|LA PORTE|0|DALLAS|241|42500|264
110|$2.89|$700.00||LANDSTAR|479-765-0500|V|44041|LAREDO|0|DALLAS|241|43500|430
111||||LANDSTAR|479-765-0500|V|44041|LAREDO|0|DALLAS|241|43500|430
112|$4.98|$249.00||TRINITY|877-346-4455|VR|44041|LAREDO|0|DALLAS|241|43500|430
113|$5.08|$254.00||XPO LOGI|847-234-6360|V|44041|LAREDO|0|COPPELL|259|20000|449
114||||XPO LOGI|847-234-6360|V|44041|LAREDO|0|COPPELL|259|20000|449
115||||LANDSTAR|956-324-9807|V|44041|LAREDO|0|BAYTOWN|29|40285|374
116||||LANDSTAR|956-269-9698|V|44041|LAREDO|0|FORT WORTH|260|30000|421
117||||TOTAL QU|800-580-3101.|V|44041|LAREDO|0|HOUSTON|0|20000|350
118||||GLOBAL M|956-415-1219|V|44041|LAREDO|0|TOMBALL|30|45000|365
119||||SCHNEIDE|800-558-3957|V|44041|LAREDO|0|JACKSONVILLE|170|43500|441
120||||GLEN ROS|254-897-3580|V|44041|LAREDO|0|FORT WORTH|260|43400|421
121|$2.37|$600.00||GLEN ROS|254-897-3580|VR|44041|LAREDO|0|FORT WORTH|260|43400|421
122||||MARTEN T|972-560-1266|VR|44041|LAREDO|0|DALLAS|241||430
123|$1.86|$837.00||RED CLAS|469-786-2527|V|44041|LAREDO|0|NEW BRAUNFELS|176||187
124||||LOADSMAR|917-438-9292|V|44041|LAREDO|0|COPPELL|253|45000|449
125||||GLOBALTR|888-954-7231|VR|44041|LAREDO|0|DALLAS|241|44000|430
126||||MEADOW L|816-601-5325|VR|44041|LAREDO|0|HOUSTON|0|44600|350
127||||MEADOW L|816-601-5325|VR|44041|LAREDO|0|TOMBALL|30|44600|365
128|$2.79|$1,200.00||INFINITE|956-267-7569|V|DAILY|LAREDO|0|HOUSTON|0|43000|350
129||||INFINITE|956-267-7569|V|DAILY|LAREDO|0|NEW BRAUNFELS|176|43000|187
130||||INFINITE|956-267-7569|V|DAILY|LAREDO|0|SEALY|47|43000|302
131|$1.25|$455.00||LANDSTAR|972-636-0009|V|44041|LONGVIEW|0|FORT WORTH|260|43500|159
132|$1.25|$455.00||BNSF LOG|847-463-5128|V|44041|LUFKIN|0|DEER PARK|19|44500|130
133|$1.38|$502.00||TRI-STAT|843-407-7919|FSDV|44041|MILLSAP|0|BEAUMONT|86||347
134|$2.57|$900.00||TRINITY|806-722-0500|VF|44041|MILLSAP|0|BEAUMONT|86|45000|347
135|$2.60|$950.00||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|0|DALLAS|241|13200|80
136||||EPES LOG|866-247-0691|V|44041|PARIS|0|BROOKSHIRE|35|40783|367
137||||XPO LOGI|855-437-7337|V|44041|ROANOKE|0|ENNIS|205|61277|67
138||||EPES LOG|866-247-0691|V|44041|ROANOKE|0|BROOKSHIRE|35|30656|300
139||||EPES LOG|866-247-0691|V|44041|ROANOKE|0|BROOKSHIRE|35|20709|300
140|$1.32|$450.00||CIRCLE L|260-918-9518|V|44041|SAN ANTONIO|0|HOUSTON|0|20000|196
141|$1.90|$650.00||XPO LOGI|800-397-7305|V|44041|SAN ANTONIO|0|FORNEY|239|44000|294
142||||SMS LOGI|210-281-9239|V|44041|SEMINOLE|0|PLEASANTON|213||420
143|$1.26|$450.00||SMS LOGI|210-281-9239|V|44041|SHEPPARD AFB|0|HOOKS|288|7902|263
144||||SCHNEIDE|800-558-3957|V|44041|SHERMAN|0|HOUSTON|13|22000|314
145||||EPES LOG|855-600-8664|V|44041|TYLER|0|HOUSTON|0|15083|220
146||||XPO LOGI|855-744-7976|V|44041|WACO|0|DESOTO|230||83
147||||XPO LOGI|800-397-7305|V|44041|WACO|0|FORNEY|239|44000|116
148|$2.89|$700.00||ALLEN LU|800-456-5863|VR|44041|WACO|0|CORPUS CHRISTI|205|44886|317
149||||SMS LOGI|210-281-9239|V|44041|SEMINOLE|144|PLEASANTON|213||420
150||||GO TO TR|847-508-7965|V|44041|COYANOSA|31|HOUSTON|0||537
151||||MANDUJAN|432-940-9968|VR|DAILY|COYANOSA|31|SAN ANTONIO|195||342
152|$2.81|$550.00||XPO LOGI|847-234-6360|V|44041|AUSTIN|0|COPPELL|259|42688|215
153|$3.10|$850.00||XPO LOGI|847-234-6360|V|44041|AUSTIN|0|DALLAS|241|42693|196
154|$3.41|$825.00||LANDSTAR|412-264-1954|V|44041|BALCH SPRINGS|194|FORT WORTH|260|35000|46
155||||LANDSTAR|972-636-0009|V|44041|BAYTOWN|186|ENNIS|205|42000|227
156||||C H ROBI|833-428-5247|VR|44041|BAYTOWN|186|AUSTIN|158|45200|187
157|$1.17|$300.00||DRT TRAN|281-341-9500|V|44041|BRYAN|109|GREENVILLE|257|30000|229
158||||DRT TRAN|281-341-9500|V|44041|BRYAN|109|GREENVILLE|257|30000|229
159||||SCHNEIDE|800-558-3957|V|44041|CHANNELVIEW|175|FORT WORTH|252|38256|268
160||||HUB HIGH|412-787-6248|V|44041|CONROE|158|DALLAS|241|7520|202
161|$2.15|$550.00||RYAN TRA|888-492-8107|VR|44041|CORPUS CHRISTI|190|PLANO|255|42500|432
162|$2.81|$500.00||SCOTT LO|706-314-0500|V|44041|DALLAS|197|SEALY|47|20000|240
163|$2.12|$508.00||BLUE LIN|651-414-0805|VR|44041|DALLAS|197|HOUSTON|0|40000|240
164||||RED RIVE|817-697-4310|V|44041|DALLAS|197|ROUND ROCK|160|30000|178
165||||UPDIKE D|602-682-1789|V|44041|DALLAS|197|MOUNT PLEASANT|256||118
166|$3.60|$425.00||CENTRAL|317-558-9970|VR|44041|DALLAS|197|HOUSTON|0|41479|240
167||||RGL SPEC|920-471-4456|V|44041|DALLAS|197|CORPUS CHRISTI|205|37260|412
168||||MODE TRA|866-712-4410|V|44041|DALLAS|197|SAN ANTONIO|195|44000|275
169||||CW CARRI|813-853-0677|V|44041|ENNIS|172|CORPUS CHRISTI|205|10000|389
170||||TTS LLC|972-924-9919|VR|44041|FORT WORTH|188|MISSOURI CITY|20||278
171||||ROAR LOG|716-775-6208|VR|44041|FORT WORTH|188|BROOKSHIRE|35|41052|256
172||||PATHMARK|901-362-1555|VR|44041|FORT WORTH|188|SAN ANTONIO|195|44313|265
173||||SCOTT LO|706-314-0500|V|44041|FORT WORTH|188|SCHERTZ|179|32103|248
174||||BEDROCK|214-504-2003|V|44041|FORT WORTH|188|WACO|181|8400|86
175||||XPO LOGI|800-397-7305|V|44041|FORT WORTH|188|FORNEY|239|44000|58
176||||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|188|SELMA|183||245
177||||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|188|HOUSTON|0||261
178||||CHOPTANK|800-568-2240|VR|44041|FORT WORTH|189|HOUSTON|0|16192|261
179||||CHOPTANK|800-568-2240|V|44041|FORT WORTH|189|DAYTON|44|37812|291
180||||SCHNEIDE|800-558-3957|V|44041|FT WORTH|180|LANCASTER|230|42758|35
181||||AVENGER|423-708-3700|V|44041|GRAND PRAIRIE|193|PALESTINE|150|16331|125
182||||TRINITY|800-210-3000|VR|44041|HOUSTON|158|ENNIS|205|43651|204
183|$3.13|$250.00||C H ROBI|833-428-5247|VR|44041|HOUSTON|158|TEMPLE|164|45200|168
184|$3.13|$250.00||KING OF|316-440-8672|V|44041|HOUSTON|158|PLANO|255|8900|256
185|$3.13|$250.00||BEDROCK|214-504-2003|V|44041|HOUSTON|158|HOUSTON|0|41000|0
186|$3.13|$250.00||SCOTT LO|706-314-0500|V|44041|HOUSTON|158|DALLAS|241|15000|240
187||||RED RIVE|817-697-4310|VR|44041|HOUSTON|158|ARLINGTON|251|39404|256
188|$3.07|$1,083.00||LOADSMAR|917-438-9292|V|44041|HOUSTON|168|DALLAS|239|45000|240
189||||XPO LOGI|800-397-7305|V|44041|HOUSTON|158|FORNEY|239|44000|254
190||||HUB HIGH|412-787-6248|V|44041|HOUSTON|158|GARLAND|248|39550|251
191||||ALLEN LU|800-254-5863|V|44041|HOUSTON|158|WACO|181|43832|185
192|$2.00|$900.00||3 RIVERS|870-548-5003|V|44041|HOUSTON|158|DALLAS|241||240
193|$2.14|$525.00||ANDERSON|479-632-1050|V|44041|HOUSTON|158|TYLER|197|44000|220
194|$2.39|$625.00||NT LOGIS|469-362-5050|VR|44041|HOUSTON|158|TYLER|197|44000|220
195||||KING OF|316-413-3402|V|44041|HOUSTON|158|GRAND PRAIRIE|247|42000|251
196|$1.89|$475.00||J B HUNT|866-940-6033|V|44041|HOUSTON|158|TEMPLE|164|42926|168
197|$2.89|$700.00||STRONGHO|888-963-9299|V|DAILY|HOUSTON|158|ROCKWALL|256|42000|260
198|$1.97|$450.00||UNIVERSA|615-986-7163|V|44041|HUTCHINS|194|HOUSTON|0|40000|227
199||||BNSF LOG|603-200-0050|V|44041|LA PORTE|183|DALLAS|241|42500|264
200||||TRI-STAT|843-407-7919|FSDV|44041|MILLSAP|197|BEAUMONT|86||347
201||||TRINITY|806-722-0500|VF|44041|MILLSAP|197|BEAUMONT|86|45000|347
202||||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|194|DALLAS|241|13200|80
203||||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|194|DALLAS|241|13200|80
204||||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|194|DALLAS|241|13200|80
205||||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|194|DALLAS|241|13200|80
206||||MEADOW L|406-281-8964|V|44041|MINERAL WELLS|194|DALLAS|241|13200|80
207||||CIRCLE L|260-918-9518|V|44041|SAN ANTONIO|77|HOUSTON|0|20000|196
208|$2.89|$700.00||XPO LOGI|800-397-7305|V|44041|SAN ANTONIO|77|FORNEY|239|44000|294
209|$2.00|$900.00||XPO LOGI|855-744-7976|V|44041|WACO|101|DESOTO|230||83
210|$2.68|$700.00||XPO LOGI|800-397-7305|V|44041|WACO|101|FORNEY|239|44000|116
211|$2.07|$601.00||ALLEN LU|800-456-5863|VR|44041|WACO|101|CORPUS CHRISTI|205|44886|317
212|$1.32|$450.00||BNSF LOG|866-622-9910|V|44041|ABILENE|0|HUNTSVILLE|69|43240|340
213|$1.32|$450.00||BNSF LOG|866-622-9910|V|44041|ABILENE|0|HUNTSVILLE|69|43240|340
214|$1.84|$800.00||MID AMER|636-226-4770|VR|44041|DAWN|36|LAMPASAS|203||434
215||||MALLORY|888-544-6095|V|44041|AMARILLO|0|DALLAS|241|44000|365
216|$1.25|$455.00||RT & T L|815-261-1217|V|44041|AMARILLO|0|DALLAS|241|45000|365
217|$1.25|$455.00||RT & T L|815-261-1217|V|44041|AMARILLO|0|DALLAS|241|45000|365
218|$1.38|$502.00||RT & T L|815-261-1217|V|44041|AMARILLO|0|DALLAS|241|45000|365
